"","State","County","Avg_Temperature","Total_Precipitation"
"1379","MS","Clarke County",66.7,70.8
"1380","MS","Clay County",64.7,76.16
"1381","MS","Coahoma County",63.4,69.47
"1382","MS","Copiah County",66.3,67.27
"1383","MS","Covington County",66.6,70.02
"1384","MS","DeSoto County",62.5,79.47
"1385","MS","Forrest County",67.2,74.56
"1386","MS","Franklin County",66.2,70.72
"1387","MS","George County",67.8,66.58
"1388","MS","Greene County",67.3,71.39
"1389","MS","Grenada County",64,71.63
"1390","MS","Hancock County",68.2,66.37
"1391","MS","Harrison County",67.6,62.5
"1392","MS","Hinds County",66.5,67.12
"1393","MS","Holmes County",65.4,68.75
"1394","MS","Humphreys County",66.2,63.15
"1395","MS","Issaquena County",66,69.86
"1396","MS","Itawamba County",63.1,74.58
"1397","MS","Jackson County",68.4,64.47
"1398","MS","Jasper County",66.5,69.06
"1399","MS","Jefferson County",65.5,66.6
"1400","MS","Jefferson Davis County",66.6,71.08
"1401","MS","Jones County",66.9,70.4
"1402","MS","Kemper County",65.4,65.65
"1403","MS","Lafayette County",62.8,72.46
"1404","MS","Lamar County",67.1,73.44
"1405","MS","Lauderdale County",66.5,64.69
"1406","MS","Lawrence County",66.8,67.98
"1407","MS","Leake County",64.3,75.55
"1408","MS","Lee County",63.4,72.47
"1409","MS","Leflore County",65.2,73.31
"1410","MS","Lincoln County",66.4,67.79
"1411","MS","Lowndes County",65,75.69
"1412","MS","Madison County",65.5,68.06
"1413","MS","Marion County",67.3,71.51
"1414","MS","Marshall County",62,77.39
"1415","MS","Monroe County",64.1,72.3
"1416","MS","Montgomery County",63.3,72.87
"1417","MS","Neshoba County",64.7,74.44
"1418","MS","Newton County",66,72.77
"1419","MS","Noxubee County",65.2,72.5
"1420","MS","Oktibbeha County",64.9,81.73
"1421","MS","Panola County",63,74.79
"1422","MS","Pearl River County",67.4,69.76
"1423","MS","Perry County",67.2,75.07
"1424","MS","Pike County",67.5,65.65
"1425","MS","Pontotoc County",63.2,69.7
"1426","MS","Prentiss County",62,72.97
"1427","MS","Quitman County",63.5,72.92
"1428","MS","Rankin County",65.8,68.52
"1429","MS","Scott County",65.1,74.89
"1430","MS","Sharkey County",66.1,67.04
"1431","MS","Simpson County",66.2,67.9
"1432","MS","Smith County",66.1,69.15
"1433","MS","Stone County",67,68.12
"1434","MS","Sunflower County",64.7,73.73
"1435","MS","Tallahatchie County",64.1,73.92
"1436","MS","Tate County",62.5,77.56
"1437","MS","Tippah County",61.4,73.41
"1438","MS","Tishomingo County",61.6,74.48
"1439","MS","Tunica County",63,79.58
"1440","MS","Union County",62.6,72.7
"1441","MS","Walthall County",67.3,69
"1442","MS","Warren County",66.2,68.08
"1443","MS","Washington County",65.1,72.04
"1444","MS","Wayne County",66.5,77.55
"1445","MS","Webster County",63.6,69.27
"1446","MS","Wilkinson County",67.2,67.64
"1447","MS","Winston County",64.2,77.4
"1448","MS","Yalobusha County",63.4,73.36
"1449","MS","Yazoo County",66.2,65.36
"1450","MO","Adair County",51.2,54.34
"1451","MO","Andrew County",51.7,48.34
"1452","MO","Atchison County",51,40.97
"1453","MO","Audrain County",53.5,45.83
"1454","MO","Barry County",57,68.74
"1455","MO","Barton County",56.3,64.81
"1456","MO","Bates County",55.5,62.7
"1457","MO","Benton County",55.3,54.35
"1458","MO","Bollinger County",56.8,64.74
"1459","MO","Boone County",54.6,47.64
"1460","MO","Buchanan County",52.6,48.41
"1461","MO","Butler County",58.5,68.22
"1462","MO","Caldwell County",52.2,52.78
"1463","MO","Callaway County",54.8,47.7
"1464","MO","Camden County",56.9,52.23
"1465","MO","Cape Girardeau County",57.2,64.54
"1466","MO","Carroll County",53,52.49
"1467","MO","Carter County",57.2,65.31
"1468","MO","Cass County",54.7,57.39
"1469","MO","Cedar County",56.5,59.97
"1470","MO","Chariton County",53.4,51.08
"1471","MO","Christian County",56.4,58.19
"1472","MO","Clark County",51.1,49.97
"1473","MO","Clay County",53.5,48.51
"1474","MO","Clinton County",52.1,51.18
"1475","MO","Cole County",55.9,48.49
"1476","MO","Cooper County",54.4,48.35
"1477","MO","Crawford County",54.8,53.51
"1478","MO","Dade County",56.6,59.85
"1479","MO","Dallas County",55.7,57.75
"1480","MO","Daviess County",51.4,55.55
"1481","MO","DeKalb County",51.3,55.28
"1482","MO","Dent County",54.9,56.93
"1483","MO","Douglas County",56.4,62.58
"1484","MO","Dunklin County",60.2,70.06
"1485","MO","Franklin County",55.3,54.24
"1486","MO","Gasconade County",55.1,49.56
"1487","MO","Gentry County",51,50.48
"1488","MO","Greene County",56.3,57.84
"1489","MO","Grundy County",51.4,54.55
"1490","MO","Harrison County",50.6,53.09
"1491","MO","Henry County",55.4,52.37
"1492","MO","Hickory County",55.9,55.89
"1493","MO","Holt County",52,45.27
"1494","MO","Howard County",54.3,47.76
"1495","MO","Howell County",57.1,60.17
"1496","MO","Iron County",54.9,61.51
"1497","MO","Jackson County",54.2,52.41
"1498","MO","Jasper County",57.1,64.06
"1499","MO","Jefferson County",56.3,56.19
"1500","MO","Johnson County",54.6,48
"1501","MO","Knox County",51.2,53.91
"1502","MO","Laclede County",56.6,56.57
"1503","MO","Lafayette County",53.9,47.12
"1504","MO","Lawrence County",56.5,64.34
"1505","MO","Lewis County",51.8,49.98
"1506","MO","Lincoln County",54.2,51.2
"1507","MO","Linn County",52,53.86
"1508","MO","Livingston County",52.2,55.89
"1509","MO","McDonald County",58.4,73.39
"1510","MO","Macon County",52.4,54.79
"1511","MO","Madison County",55.5,64.01
"1512","MO","Maries County",56.2,49.22
"1513","MO","Marion County",52.5,47.61
"1514","MO","Mercer County",50.2,51.01
"1515","MO","Miller County",56.9,48.71
"1516","MO","Mississippi County",58.9,67.26
"1517","MO","Moniteau County",55.1,47.23
"1518","MO","Monroe County",53.1,45.62
"1519","MO","Montgomery County",54.3,49.95
"1520","MO","Morgan County",55.1,49.06
"1521","MO","New Madrid County",59.3,67.79
"1522","MO","Newton County",57.9,68.16
"1523","MO","Nodaway County",50.9,45
"1524","MO","Oregon County",57.9,63.68
"1525","MO","Osage County",55.8,48.78
"1526","MO","Ozark County",57.2,64.01
"1527","MO","Pemiscot County",60.5,67.91
"1528","MO","Perry County",56.3,59.11
"1529","MO","Pettis County",54.2,48.96
"1530","MO","Phelps County",56,51.52
"1531","MO","Pike County",53.4,48.2
"1532","MO","Platte County",53.6,50.49
"1533","MO","Polk County",56.3,56.45
"1534","MO","Pulaski County",57.3,54.12
"1535","MO","Putnam County",50,51.35
"1536","MO","Ralls County",52.9,44.21
"1537","MO","Randolph County",53.8,50.3
"1538","MO","Ray County",53.2,48.85
"1539","MO","Reynolds County",55.6,63.92
"1540","MO","Ripley County",58.1,67.5
"1541","MO","St. Charles County",55.4,55.72
"1542","MO","St. Clair County",55.9,57.5
"1543","MO","Ste. Genevieve County",56.1,55.38
"1544","MO","St. Francois County",55.4,57.57
"1545","MO","St. Louis County",56,55.56
"1546","MO","Saline County",54,46.33
"1547","MO","Schuyler County",50.6,53.11
"1548","MO","Scotland County",50.6,52.65
"1549","MO","Scott County",58.5,65.41
"1550","MO","Shannon County",56.7,63.36
"1551","MO","Shelby County",51.9,51.4
"1552","MO","Stoddard County",58.6,65.87
"1553","MO","Stone County",57.1,61.78
"1554","MO","Sullivan County",50.9,50.3
"1555","MO","Taney County",57.4,62.99
"1556","MO","Texas County",55.9,56.74
"1557","MO","Vernon County",55.8,65.56
"1558","MO","Warren County",55,55.13
"1559","MO","Washington County",55.1,58.16
"1560","MO","Wayne County",56.9,64.88
"1561","MO","Webster County",55.5,58.74
"1562","MO","Worth County",50.5,47.45
"1563","MO","Wright County",55.7,58.04
"1564","MO","St. Louis City",56.2,53.29
"1565","MT","Beaverhead County",36.8,18.99
"1566","MT","Big Horn County",42.6,20.13
"1567","MT","Blaine County",39.5,16.49
"1568","MT","Broadwater County",40.5,16.52
"1569","MT","Carbon County",40.5,22.96
"1570","MT","Carter County",41.2,25.44
"1571","MT","Cascade County",39.8,19.02
"1572","MT","Chouteau County",40.2,14.73
"1573","MT","Custer County",42.4,19.22
"1574","MT","Daniels County",36.6,18.97
"1575","MT","Dawson County",40.4,20.56
"1576","MT","Deer Lodge County",37.2,21.37
"1577","MT","Fallon County",40.7,22.09
"1578","MT","Fergus County",40.8,19.56
"1579","MT","Flathead County",38.9,31.91
"1580","MT","Gallatin County",37.8,26.1
"1581","MT","Garfield County",41.1,20.06
"1582","MT","Glacier County",37.3,22.78
"1583","MT","Golden Valley County",40.9,19.69
"1584","MT","Granite County",38.2,22.85
"1585","MT","Hill County",38.3,12.38
"1586","MT","Jefferson County",39.4,19.69
"1587","MT","Judith Basin County",38.9,22.35
"1588","MT","Lake County",42.3,24.28
"1589","MT","Lewis and Clark County",38.7,27.93
"1590","MT","Liberty County",38.2,12.93
"1591","MT","Lincoln County",41.1,27.05
"1592","MT","McCone County",40.3,19.77
"1593","MT","Madison County",38.2,23.2
"1594","MT","Meagher County",38.2,21.29
"1595","MT","Mineral County",41.3,33.74
"1596","MT","Missoula County",40.1,29.06
"1597","MT","Musselshell County",42.2,19.59
"1598","MT","Park County",37.5,29.13
"1599","MT","Petroleum County",42.6,18.21
"1600","MT","Phillips County",39.8,18.06
"1601","MT","Pondera County",38.9,19.26
"1602","MT","Powder River County",42.6,23.51
"1603","MT","Powell County",38.2,28.38
"1604","MT","Prairie County",41.2,18.4
"1605","MT","Ravalli County",39.2,25.95
"1606","MT","Richland County",39.9,19.08
"1607","MT","Roosevelt County",38.7,18.6
"1608","MT","Rosebud County",42,21.53
"1609","MT","Sanders County",41.6,28.13
"1610","MT","Sheridan County",37.6,20.01
"1611","MT","Silver Bow County",38.4,19.64
"1612","MT","Stillwater County",40,26.07
"1613","MT","Sweet Grass County",39.9,25.1
"1614","MT","Teton County",39,21.74
"1615","MT","Toole County",39,13.71
"1616","MT","Treasure County",42.7,21.17
"1617","MT","Valley County",38.4,17.56
"1618","MT","Wheatland County",40.1,21.06
"1619","MT","Wibaux County",40,23.2
"1620","MT","Yellowstone County",43,19.45
"1621","NE","Adams County",49.7,37.41
"1622","NE","Antelope County",46.4,31.45
"1623","NE","Arthur County",46.6,23.29
"1624","NE","Banner County",46,22.35
"1625","NE","Blaine County",46.6,37.49
"1626","NE","Boone County",47.4,33.82
"1627","NE","Box Butte County",44.9,21.37
"1628","NE","Boyd County",46.1,34.69
"1629","NE","Brown County",46.4,35.65
"1630","NE","Buffalo County",48.6,40
"1631","NE","Burt County",48,35.42
"1632","NE","Butler County",48.9,36.42
"1633","NE","Cass County",50,42.48
"1634","NE","Cedar County",45.9,33.66
"1635","NE","Chase County",49.4,19.83
"1636","NE","Cherry County",45.4,32.57
"1637","NE","Cheyenne County",47,22.84
"1638","NE","Clay County",50,37.64
"1639","NE","Colfax County",48.3,32.76
"1640","NE","Cuming County",47.3,32.41
"1641","NE","Custer County",47.1,36.41
"1642","NE","Dakota County",46.7,33.1
"1643","NE","Dawes County",45.1,21.87
"1644","NE","Dawson County",48.4,32.68
"1645","NE","Deuel County",47.5,24.15
"1646","NE","Dixon County",46,31.85
"1647","NE","Dodge County",48.6,37.3
"1648","NE","Douglas County",49.9,41.19
"1649","NE","Dundy County",50.2,17.73
"1650","NE","Fillmore County",50,40.54
"1651","NE","Franklin County",50.6,35.22
"1652","NE","Frontier County",49.5,30.2
"1653","NE","Furnas County",50.2,30.36
"1654","NE","Gage County",50.5,44.55
"1655","NE","Garden County",46.3,23.93
"1656","NE","Garfield County",46.5,39.18
"1657","NE","Gosper County",49.1,32.4
"1658","NE","Grant County",45.3,25.22
"1659","NE","Greeley County",47.4,38.38
"1660","NE","Hall County",49.2,40.46
"1661","NE","Hamilton County",49.6,40.11
"1662","NE","Harlan County",50.5,33.1
"1663","NE","Hayes County",49.1,25.71
"1664","NE","Hitchcock County",50.3,23.03
"1665","NE","Holt County",45.8,36.59
"1666","NE","Hooker County",45.4,30.28
"1667","NE","Howard County",48.7,40.98
"1668","NE","Jefferson County",50.8,43.99
"1669","NE","Johnson County",50.4,43.87
"1670","NE","Kearney County",49.3,36.89
"1671","NE","Keith County",48,23.53
"1672","NE","Keya Paha County",45.9,34.33
"1673","NE","Kimball County",45.5,21.94
"1674","NE","Knox County",46.3,33.75
"1675","NE","Lancaster County",50.2,41.54
"1676","NE","Lincoln County",48,29.79
"1677","NE","Logan County",46.6,35.18
"1678","NE","Loup County",46.4,37.91
"1679","NE","McPherson County",46.4,28.87
"1680","NE","Madison County",47.1,31.64
"1681","NE","Merrick County",49.4,39.3
"1682","NE","Morrill County",46.6,22.56
"1683","NE","Nance County",48.6,34.61
"1684","NE","Nemaha County",51,42.58
"1685","NE","Nuckolls County",50.8,39.66
"1686","NE","Otoe County",50.2,42.59
"1687","NE","Pawnee County",50.8,44.87
"1688","NE","Perkins County",48.3,23.02
"1689","NE","Phelps County",49.1,33.96
"1690","NE","Pierce County",46.3,32.51
"1691","NE","Platte County",48.3,32.03
"1692","NE","Polk County",49.2,36.7
"1693","NE","Red Willow County",50.6,25.08
"1694","NE","Richardson County",51.8,43.79
"1695","NE","Rock County",45.8,36.94
"1696","NE","Saline County",49.9,43.79
"1697","NE","Sarpy County",50.1,42.25
"1698","NE","Saunders County",49.7,40.18
"1699","NE","Scotts Bluff County",46.8,18.81
"1700","NE","Seward County",49.4,39.81
"1701","NE","Sheridan County",44.7,24.38
"1702","NE","Sherman County",48.3,39.52
"1703","NE","Sioux County",44,20.22
"1704","NE","Stanton County",47.2,31.39
"1705","NE","Thayer County",50.9,42.48
"1706","NE","Thomas County",46.4,36.11
"1707","NE","Thurston County",46.9,33.28
"1708","NE","Valley County",47.4,39.26
"1709","NE","Washington County",49.1,39.66
"1710","NE","Wayne County",46.3,31.98
"1711","NE","Webster County",50.5,37.5
"1712","NE","Wheeler County",46.8,37.05
"1713","NE","York County",49.5,39.38
"1714","NV","Churchill County",50.8,8.22
"1715","NV","Clark County",63.5,10.95
"1716","NV","Douglas County",48.1,19.16
"1717","NV","Elko County",44.3,17.91
"1718","NV","Esmeralda County",52.7,6.76
"1719","NV","Eureka County",45.4,15.44
"1720","NV","Humboldt County",48.5,13.93
"1721","NV","Lander County",47.5,13.11
"1722","NV","Lincoln County",53.8,14.71
"1723","NV","Lyon County",50.6,9.61
"1724","NV","Mineral County",50.2,6.98
"1725","NV","Nye County",51.4,9.98
"1726","NV","Pershing County",50,12.41
"1727","NV","Storey County",50.1,14.48
"1728","NV","Washoe County",48.4,16.01
"1729","NV","White Pine County",45,17
"1730","NV","Carson City",49.4,17.48
"1731","NH","Belknap County",44.5,46.07
"1732","NH","Carroll County",42.8,55.19
"1733","NH","Cheshire County",45.3,45.89
"1734","NH","Coos County",38.9,52.01
"1735","NH","Grafton County",41.6,51.61
"1736","NH","Hillsborough County",46.9,45.45
"1737","NH","Merrimack County",45.2,44.52
"1738","NH","Rockingham County",47.4,43.74
"1739","NH","Strafford County",45.6,43.36
"1740","NH","Sullivan County",43.6,45.13
"1741","NJ","Atlantic County",55.9,46.05
"1742","NJ","Bergen County",53.6,54.91
"1743","NJ","Burlington County",55.8,51.32
"1744","NJ","Camden County",56.2,50.82
"1745","NJ","Cape May County",56.3,45.08
"1746","NJ","Cumberland County",56.2,43.38
"1747","NJ","Essex County",54,58.05
"1748","NJ","Gloucester County",56.2,48.42
"1749","NJ","Hudson County",55.3,55.57
"1750","NJ","Hunterdon County",52.6,55.82
"1751","NJ","Mercer County",54.8,52.46
"1752","NJ","Middlesex County",54.9,53.58
"1753","NJ","Monmouth County",55.2,52.2
"1754","NJ","Morris County",51.4,60.42
"1755","NJ","Ocean County",55.3,50.18
"1756","NJ","Passaic County",51.4,56.62
"1757","NJ","Salem County",56.2,44.93
"1758","NJ","Somerset County",53.7,55.41
"1759","NJ","Sussex County",49.6,55.7
"1760","NJ","Union County",54.7,56.81
"1761","NJ","Warren County",51,61.01
"1762","NM","Bernalillo County",53.7,11.22
"1763","NM","Catron County",48.8,15.28
"1764","NM","Chaves County",61,13.52
"1765","NM","Cibola County",49,11.59
"1766","NM","Colfax County",47,16.73
"1767","NM","Curry County",57.9,20.08
"1768","NM","De Baca County",59.3,12.26
"1769","NM","Dona Ana County",62.5,9.57
"1770","NM","Eddy County",63.2,11.5
"1771","NM","Grant County",56.8,16.91
"1772","NM","Guadalupe County",55.8,13.72
"1773","NM","Harding County",54.7,14.83
"1774","NM","Hidalgo County",60.6,14.06
"1775","NM","Lea County",61.2,12.79
"1776","NM","Lincoln County",55.4,14.39
"1777","NM","Los Alamos County",46.9,18.97
"1778","NM","Luna County",61.5,11.39
"1779","NM","McKinley County",49.1,10.17
"1780","NM","Mora County",48.5,18.66
"1781","NM","Otero County",58.5,12.84
"1782","NM","Quay County",57.9,15.39
"1783","NM","Rio Arriba County",45.6,17.82
"1784","NM","Roosevelt County",58.6,17.72
"1785","NM","Sandoval County",50.2,11.7
"1786","NM","San Juan County",51.5,8.9
"1787","NM","San Miguel County",53.3,15.74
"1788","NM","Santa Fe County",49.5,15.48
"1789","NM","Sierra County",58.6,11.03
"1790","NM","Socorro County",54.7,10.88
"1791","NM","Taos County",43.5,17.75
"1792","NM","Torrance County",51.4,14.26
"1793","NM","Union County",52.1,14.31
"1794","NM","Valencia County",55.6,9.49
"1795","NY","Albany County",47.2,43.01
"1796","NY","Allegany County",46,41.34
"1797","NY","Bronx County",55,52.36
"1798","NY","Broome County",46.1,46.09
"1799","NY","Cattaraugus County",45.9,47.37
"1800","NY","Cayuga County",46,45.12
"1801","NY","Chautauqua County",47.3,47.36
"1802","NY","Chemung County",47.1,40.58
"1803","NY","Chenango County",45,47.9
"1804","NY","Clinton County",42.4,41.03
"1805","NY","Columbia County",48.2,43.77
"1806","NY","Cortland County",44.5,46.76
"1807","NY","Delaware County",44.4,49.72
"1808","NY","Dutchess County",49.8,44.22
"1809","NY","Erie County",47,42.98
"1810","NY","Essex County",40.6,55.25
"1811","NY","Franklin County",40.8,47.7
"1812","NY","Fulton County",44,57.03
"1813","NY","Genesee County",46.4,38.62
"1814","NY","Greene County",45.8,44.14
"1815","NY","Hamilton County",40,62.04
"1816","NY","Herkimer County",42,59.01
"1817","NY","Jefferson County",44.1,49.68
"1818","NY","Kings County",55.4,54.53
"1819","NY","Lewis County",41.9,55.08
"1820","NY","Livingston County",47.2,36.31
"1821","NY","Madison County",44.8,48.42
"1822","NY","Monroe County",47.4,35.29
"1823","NY","Montgomery County",46,46.33
"1824","NY","Nassau County",54.2,49.45
"1825","NY","New York County",55.4,53.96
"1826","NY","Niagara County",47.3,38.37
"1827","NY","Oneida County",44.5,57.05
"1828","NY","Onondaga County",46.2,47.81
"1829","NY","Ontario County",46.7,36.86
"1830","NY","Orange County",49.8,49.57
"1831","NY","Orleans County",46.8,36.2
"1832","NY","Oswego County",45.5,51.62
"1833","NY","Otsego County",44,48.93
"1834","NY","Putnam County",50.5,48.16
"1835","NY","Queens County",54.9,52.8
"1836","NY","Rensselaer County",47,46.19
"1837","NY","Richmond County",55.6,56.92
"1838","NY","Rockland County",52.1,51.95
"1839","NY","St. Lawrence County",42.4,43.34
"1840","NY","Saratoga County",45.9,51.76
"1841","NY","Schenectady County",46.8,44.8
"1842","NY","Schoharie County",44.5,42.38
"1843","NY","Schuyler County",46.3,37.85
"1844","NY","Seneca County",46.9,38.69
"1845","NY","Steuben County",46.2,39.39
"1846","NY","Suffolk County",52.6,49.56
"1847","NY","Sullivan County",46.7,52.07
"1848","NY","Tioga County",46.4,43.7
"1849","NY","Tompkins County",45.7,42.04
"1850","NY","Ulster County",47.4,50.45
"1851","NY","Warren County",42.9,53.99
"1852","NY","Washington County",45.6,46.3
"1853","NY","Wayne County",46.4,37.24
"1854","NY","Westchester County",52.5,50.45
"1855","NY","Wyoming County",45.6,40.62
"1856","NY","Yates County",46.7,33.65
"1857","NC","Alamance County",60.6,48.5
"1858","NC","Alexander County",59.5,55.04
"1859","NC","Alleghany County",53.7,62.61
"1860","NC","Anson County",63.9,44.34
"1861","NC","Ashe County",52.3,61.75
"1862","NC","Avery County",52.3,59.71
"1863","NC","Beaufort County",63.9,49.43
"1864","NC","Bertie County",62.5,52.61
"1865","NC","Bladen County",64.1,47.85
"1866","NC","Brunswick County",65.1,55.94
"1867","NC","Buncombe County",55.9,58.45
"1868","NC","Burke County",59.4,60.56
"1869","NC","Cabarrus County",62,49.45
"1870","NC","Caldwell County",58.9,61.66
"1871","NC","Camden County",62.4,54.24
"1872","NC","Carteret County",65.4,56.03
"1873","NC","Caswell County",59.9,48.67
"1874","NC","Catawba County",60.6,53.38
"1875","NC","Chatham County",61.7,47.83
"1876","NC","Cherokee County",57.9,71.05
"1877","NC","Chowan County",63,53.81
"1878","NC","Clay County",56.8,76.02
"1879","NC","Cleveland County",61,48.07
"1880","NC","Columbus County",64.5,50.84
"1881","NC","Craven County",64.4,50.21
"1882","NC","Cumberland County",64,47.55
"1883","NC","Currituck County",62.7,53.46
"1884","NC","Dare County",64,49.29
"1885","NC","Davidson County",60.6,51.41
"1886","NC","Davie County",60.2,48.86
"1887","NC","Duplin County",63.6,53.93
"1888","NC","Durham County",60.8,47.73
"1889","NC","Edgecombe County",62.2,47.89
"1890","NC","Forsyth County",60,52.75
"1891","NC","Franklin County",61.2,49.76
"1892","NC","Gaston County",62.4,50.83
"1893","NC","Gates County",61.8,52.86
"1894","NC","Graham County",55.8,76.93
"1895","NC","Granville County",60.3,47.46
"1896","NC","Greene County",63.3,51.01
"1897","NC","Guilford County",60.3,54.24
"1898","NC","Halifax County",61.5,47.4
"1899","NC","Harnett County",63.3,49.24
"1900","NC","Haywood County",52.9,69.91
"1901","NC","Henderson County",57,70.01
"1902","NC","Hertford County",61.7,52.24
"1903","NC","Hoke County",63.9,46.16
"1904","NC","Hyde County",64.6,53.11
"1905","NC","Iredell County",60.4,52.16
"1906","NC","Jackson County",54.4,79.36
"1907","NC","Johnston County",63,54.8
"1908","NC","Jones County",64.1,49.55
"1909","NC","Lee County",62.6,47.26
"1910","NC","Lenoir County",63.7,50.99
"1911","NC","Lincoln County",61.4,50.61
"1912","NC","McDowell County",58.9,70.35
"1913","NC","Macon County",55.7,81.51
"1914","NC","Madison County",56.5,58.83
"1915","NC","Martin County",62.9,52.44
"1916","NC","Mecklenburg County",62.6,49.29
"1917","NC","Mitchell County",53.4,60.04
"1918","NC","Montgomery County",62.9,48.51
"1919","NC","Moore County",63.1,44.98
"1920","NC","Nash County",61.6,49.07
"1921","NC","New Hanover County",65.4,53.81
"1922","NC","Northampton County",61.3,49.12
"1923","NC","Onslow County",64.8,49.16
"1924","NC","Orange County",60.4,48.3
"1925","NC","Pamlico County",64.7,52.67
"1926","NC","Pasquotank County",62.6,54.76
"1927","NC","Pender County",64.6,53.46
"1928","NC","Perquimans County",62.8,54.58
"1929","NC","Person County",59.6,46.54
"1930","NC","Pitt County",63.3,50.78
"1931","NC","Polk County",60.5,66.68
"1932","NC","Randolph County",61.2,50.97
"1933","NC","Richmond County",64,45.83
"1934","NC","Robeson County",64.6,43.78
"1935","NC","Rockingham County",59.9,50.81
"1936","NC","Rowan County",60.9,46.65
"1937","NC","Rutherford County",60.8,57.22
"1938","NC","Sampson County",63.5,53.7
"1939","NC","Scotland County",64.5,44.65
"1940","NC","Stanly County",62.8,48.7
"1941","NC","Stokes County",59.5,53.4
"1942","NC","Surry County",58.5,57.07
"1943","NC","Swain County",53.8,78.74
"1944","NC","Transylvania County",56.1,83.49
"1945","NC","Tyrrell County",63.8,52.72
"1946","NC","Union County",63.1,42.31
"1947","NC","Vance County",60.6,47.77
"1948","NC","Wake County",61.9,50.06
"1949","NC","Warren County",60.9,47.36
